answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
823756,1461273,925011,yozish bilan,361,373,,Olingan bilimlarni qanday saqlab qolsa bo'ladi?,Abdukarim_Mirzayev_Otalar_yiglamaydi.txt,"matlar qalbga abadiyan muhrlanadi va tildan tilga, dildan dilga ko‘chib yuraveradi.
Kaminangiz ham bu hikoyalar sizga yana-da yaqinroq bo‘lishi, yaxshi-yomon kuningizda asqatishi uchun ularni dastlab video hikoyalar tarzida, endi esa moʻjaz to‘plam shaklida hukmingizga havola etyapman.
Zora, ""Ilmni yozish bilan bog‘lab qo‘yinglar"", degan hadisga tayangan bu aʼmolimiz mudom yaxshiliklarga vasila bo'lsa...
Abdukarim Mirzayev
Kitob 96 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdukarim-mirzaev-otalar-iiglamaidi"
823761,1461274,925012,96,494,496,,Oyoqyalang bolalar kitobida nechta sahifa bor?,Abdukarim_Mirzayev_Oyoqyalang_bolalar.txt,"q bo‘lishi, yaxshi-yomon kuningizda asqatishi uchun ularni dastlab video hikoyalar tarzida, endi esa moʻjaz to‘plam shaklida hukmingizga havola etyapman.
Zora, ""Ilmni yozish bilan bog‘lab qo‘yinglar"", degan hadisga tayangan bu aʼmolimiz mudom yaxshiliklarga vasila bo'lsa...
Abdukarim Mirzayev
Kitob 96 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdukarim-mirzaev-oekyalang-bolalar"
823660,1461256,924965,bolangizning rivojlanganlik darajasini ,213,252,,6-7 yoshli bolalar uchun test to'plami blan nima qilish mumkin?,6-7_yoshdagi_bolalar_uchun_Testlar_toplami.txt,"6-7 yoshdagi bolalar uchun Testlar to'plami
Qo‘lingizdagi to‘plam malakali pedagoglar va psixologlar tomonidan ishlab chiqilgan bo‘lib, eng to‘liq test topshiriqlarini o‘zida jamlagan. Ushbu testlar yordamida siz bolangizning rivojlanganlik darajasini osongina aniqlay olasiz, eng muhimi 6-7 yoshli bolaning rivojlanishi bo‘yicha qilingan barcha ishlarni sarhisob qilib, uning maktabga borishga va u yerda o‘qishga qay darajada tayyorligini bilib olasiz. Agar test natijalari yetarli darajada baland bo‘lmasa xafa bo‘lmang! Ushbu to‘plamdagi qo‘shimcha"
823670,1461258,924968,"sog‘lom iymon-eʼtiqod, yuksak odob-axloq, maʼnaviyat, xullas, komil musulmon uchun muhim bo‘lgan fazilatlar",351,458,,40 hadis sharhi kitobi qaysi bo'limlarni o'z ichiga oladi?,40_hadis_sharhi.txt,"rimiz Muhammad Mustafo sollallohu alayhi vasallamning muborak hadisi shariflarini insonlarga yetkazish har davrda muhaddislarning eng sharafli vazifasi bo‘lgan. Bu anʼana hozirgi kunimizga qadar davom etmoqda.
Mazkur kitobda qirq hadisi sharif va ularga yozilgan sharh va izohlar jamlangan. Hadislar sog‘lom iymon-eʼtiqod, yuksak odob-axloq, maʼnaviyat, xullas, komil musulmon uchun muhim bo‘lgan fazilatlar kabi mavzularni qamrab olgan. Ushbu kitob madaniyatimiz va maʼrifatimiz yana-da kamol topishiga yordam beradi degan umiddamiz.
Muharrirlar: Abdumurod Xolmurod o‘g‘li, Ulug‘bek Sulton
Tarjimon hamda to‘plab nashrga tayyorlovchilar: Husnigul Alimova, Muna Xolmurodova
Kitob 168 betdan iborat. 2021-yil"
823676,1461258,924971,Payg‘ambarimiz Muhammad Mustafo sollallohu alayhi vasallamning muborak hadisi shariflarini insonlarga yetkazish,42,153,,Muhaddislarning asosiy vazifasi nima?,40_hadis_sharhi.txt,"40 hadis sharhi
Axloq-odobda namuna zot - Payg‘ambarimiz Muhammad Mustafo sollallohu alayhi vasallamning muborak hadisi shariflarini insonlarga yetkazish har davrda muhaddislarning eng sharafli vazifasi bo‘lgan. Bu anʼana hozirgi kunimizga qadar davom etmoqda.
Mazkur kitobda qirq hadisi sharif va ularga yozilgan sharh va izohlar jamlangan. Hadislar sog‘lom iymon-eʼtiqod, yuksak odob-axloq, maʼnaviyat, xullas, komil musulmon uchun muhim bo‘lgan fazil"
823684,1461259,924974,maʼnaviyatini boyitish,415,437,,111 vatandosh olimlarimiz haqidagi kitob nima uchun kerak?,111_Vatandosh_allomalarimiz.txt,"hoir-u fozillari, yozuvchi-yu faylasuflarining Vatan haqidagi, inson hayoti va faoliyati, fazilati va qusurlari, ko‘ngil mulki, boringki, borliq va yo‘qlik haqidagi hayot haqiqatlari, hikmatli iboralari jamlangan.
Bir-birini takrorlamaydigan, mavzu doirasida uzviy davomli mazkur aforizmlar o‘quvchi maʼnaviyatini boyitishga ishonamiz.


Kitob 416 betdan iborat. 2019-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/111-vatandosh-allomalarimiz"
823687,1461260,924976,2019-yilda,66,76,,1001 kecha kitobi qachondan chiqa boshlagan?,1001_kecha_ertaklari.txt,"1001 kecha ertaklari
1001 кеча эртаклари
Kitob 136 betdan iborat. 2019-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/1001-kecha-ertaklari"
823693,1461261,924977,A. Abdurahmonov: Ulug'lar nasihati,0,34,,Qaysi kitobda payg'ambarlar va ulug' kishilarning maslahatlari bilan to'ldirilgan?,A_Abdurahmonov_Uluglar_nasihati.txt,"A. Abdurahmonov: Ulug'lar nasihati
Ushbu kitobda odamzodning eng yaxshilari- payg‘ambarlar, sahobalar, tobeʼinlar, tabaʼa tobeʼinlar va solih zotlarning nasihatlari jamlangan. Ular o‘z hayotlari, ilmlarining natijasida ushbu nasihatlarni bizlarga qoldirganlar. Har bir nasihat ostida juda katta maʼno va hikmat yotadi. Alloh taolo ush"
823699,1461262,924978,tibbiyot kollejlari,89,108,,Ahmedov va Nizamutdinovalarning Anatomiya kitobi kimlar uchun mo'ljallangan?,A_Ahmedov_G_Ziyamutdinova_Anatomiya_fiziologiya_va_patologiya.txt,"A. Ahmedov, G. Ziyamutdinova: Anatomiya, fiziologiya va patologiya
Ushbu o'quv qo'llanma tibbiyot kollejlari o'quvchilari uchun mo'ljallangan. U O'zbekiston Respublikasi Oliy va o'rta maxsus ta'lim vazirligi va Sog'liqni saqlash vazirligi tomonidan tasdiqlangan ""Amatomiya, fiziologiya va patologiya"" fani o'quv dasturi asosida tuzilgan. O'quv qo'llanmada odam organizmi a'zolari va tizimlarining mo'tadil tu"
823701,1461263,924980,A.Akilov: Yo‘l harakati qoidalari,0,33,,Yo'l harakatini o'rganish uchun qaysi kitob tafsiya qilinadi?,AAkilov_Yol_harakati_qoidalari.txt,"A.Akilov: Yo‘l harakati qoidalari
Мазкур китобдан йўл ҳаракати қоидаларига суратли шарҳлар ўрин олган.

Kitob 208 betdan iborat. 2019-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/a-akilov-jul-harakati-koidalari"
823706,1461264,924981,duolarni o‘qish majburiy emas,468,497,,Haj va Umra ko'rsatmalarida kelgan hamma duolarni o'qishim zarurmi? ,Abbos_Ahmad_Ibrohim_Nurulloh_Haj_va_Umra_qollanmasi_(Ibodat_duolar_hukmlar).txt,"erib, xolisona ado etganlarga Alloh taolo tomonidan behisob ajru savoblar vaʼda qilingan.
Qo‘lingizdagi risolada haj ibodatini ado etish davomida o‘qilishi tavsiya etilgan duolar o‘rin olgan. Ularni o‘qish ibodatning yana-da go‘zal va mukammal bo‘lishiga sabab bo‘ladi. Taʼkidlash lozimki, aynan shu duolarni o‘qish majburiy emas, bilmaganlar toqatlari yetgani qadar duo qilaveradilar.
Duolaringizda qo‘lingizdagi kitobni sizga taqdim qiluvchilarni ham unutmasligingizni so‘rab qolamiz!
Kitob 128 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/hazh-va-umra-kullanmasi-ibodat-duolar-hukmlar"
823710,1461265,924983,"bugungi zamonaviy adabiyotimizda o‘z o‘rniga ega, ko‘plab muxlislar tomonidan eʼtirof etilgan adib. ",37,137,,Abbos Said kimligi haqida tushuncha bera olasizmi?,Abbos_Said_Qazoi_qadar.txt,"Abbos Said: Qazoi qadar
Abbos Said - bugungi zamonaviy adabiyotimizda o‘z o‘rniga ega, ko‘plab muxlislar tomonidan eʼtirof etilgan adib. U «Xon chorboqqa tun cho‘kkanda», «Besh kunlik dunyo», «Ko‘chada qolgan odam» kabi asarlarida insonning ruhiy olamini tasvirlash orqali jamiyatdagi barqaror qadriyatlar, davomli illatlar hamda insonga bog‘liq bo‘lgan tom maʼnodagi munosabatlar xususida teran fikrlarini bayon etadi.
Qo‘lingizdagi kat"
823715,1461265,924984,muallifning hayotiy kuzatishlari,460,492,,Qazoi qadar kitobi nimadan kelib chiqib yozilgan?,Abbos_Said_Qazoi_qadar.txt,"o‘kkanda», «Besh kunlik dunyo», «Ko‘chada qolgan odam» kabi asarlarida insonning ruhiy olamini tasvirlash orqali jamiyatdagi barqaror qadriyatlar, davomli illatlar hamda insonga bog‘liq bo‘lgan tom maʼnodagi munosabatlar xususida teran fikrlarini bayon etadi.
Qo‘lingizdagi katta kitob-«Qazoi qadar» muallifning hayotiy kuzatishlari inʼikosi, borliq va yo‘qlik orasidagi mavjudotning haqiqiy vazifasiyu pirovardidagi ahvolini bir-da ochiq, bir-da istehzo bilan ifodalaydi. Undagi qahramonlar muallifning dastlabki asarlarida ham uchraydi. Kitobxon obrazlarni qayta uchratar ekan, ularning taqdiridan to‘liqroq xabardor bo‘ladi. Tasv"
823782,1461276,925019,Abdul Azim Ziyouddin: Rasululloh sollallohu alayhi vasallam va ahli bayt,0,72,,Payg'ambarimizning ali baytlari haqida qaysi kitoblardan o'rgansam bo'ladi?,Abdul_Azim_Ziyouddin_Rasululloh_sollallohu_alayhi_vasallam_va_ahli_bayt.txt,"Abdul Azim Ziyouddin: Rasululloh sollallohu alayhi vasallam va ahli bayt
Bu kitob Rasululloh sollallohu alayhi vasallam va u zotning ahli baytlari haqida musulmon kishi bilishi kerak bo‘lgan birlamchi tarixiy maʼlumotlarni ilmiy asosda taqdim etadi. Qayta ishlangan ushbu ikkinchi nashrda oldingisidan farqli o‘laroq, «Siyrat solnomasi» bilan «Islomda o‘lchov birliklari» "
823785,1461277,925020,siyrat,337,343,,Payg'ambarimizning muborak ko'rinishlarini o'rganuvchi fan qaysi?,Abdul_Azim_Ziyouddin_Siz_Paygambarni_korganmisiz?_(1-_kitob).txt,"i ko'rganmisiz? (1- kitob)
Ushbu kitobda Rasululloh sollallohu alayhi vasallam siyratlariga yangicha uslubda murojaat etilgan. Aniq maʼlumotlarga tayanilgani asarning qiymatini oshirsa, tez-tez hayajonli bayonlarning keltirilishi badiiy rang-baranglikni taʼminlaydi. Xullas, o‘quvchi bu kitob orqali siyratga oid bilimlarini tiniqlashtirib, ko‘p mavhumotlariga aniqlik kiritib olishi shubhasiz.
Siyrati sharifga “sayr”ingiz xayrli kechsin.
Kitob 184 betdan iborat. 2021-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdul-azim-zieuddin-siz-paigambarimizni-kurganmisiz"
823793,1461279,925021,Abdulaziz Kiranshal: Xolis Alloh uchun oilamni yaxshi ko'raman,0,62,,Endi uylanmoqchi yoki erga tegmoqchilar uchun tafsiya etiladigan kitob qaysi?,Abdulaziz_Kiranshal_Xolis_Alloh_uchun_oilamni_yaxshi_koraman.txt,"Abdulaziz Kiranshal: Xolis Alloh uchun oilamni yaxshi ko'raman
Agar oilangizda baxtli emas ekansiz, dunyoning hech bir yerida baxtli bo‘la olmaysiz!
Agar oilangizda huzur yo‘q ekan, bu huzurni Marsdan ham topa olmaysiz!
Oila bog‘lari shu qadar og‘irki, uni ko‘tarish uchun kamida ikki kishi kerak bo‘ladi, hatto uch kishi…
🔸Bu kitob – o‘z jufti haloli haqida qa"
823794,1461279,925022,kamida ikki kishi,273,290,,Oila yaxshi yashashi uchun necha kishining xizmati talab etiladi?,Abdulaziz_Kiranshal_Xolis_Alloh_uchun_oilamni_yaxshi_koraman.txt,"Abdulaziz Kiranshal: Xolis Alloh uchun oilamni yaxshi ko'raman
Agar oilangizda baxtli emas ekansiz, dunyoning hech bir yerida baxtli bo‘la olmaysiz!
Agar oilangizda huzur yo‘q ekan, bu huzurni Marsdan ham topa olmaysiz!
Oila bog‘lari shu qadar og‘irki, uni ko‘tarish uchun kamida ikki kishi kerak bo‘ladi, hatto uch kishi…
🔸Bu kitob – o‘z jufti haloli haqida qayg‘urayotgan er-xotinlar uchun.
🔸Bu kitob – har qancha harakat qilmasin, gunohlar changalidan qutulib keta olmayotgan musulmonlar uchun.
🔸Bu kitob – xayrli umr yo‘ldosh, huzur-halovatli oila qurishni kutayotgan yosh yigit-qizl"
823795,1461280,925023,davolash bobi,267,280,,Xalq tabobatini o'rganmoqchi bo'lganlar qayerdan boshlashi kerak?,Abdulaziz_Saidnuriddin_ogli_Ozbek_xalq_tabobati.txt,"Abdulaziz Saidnuriddin og'li: O'zbek xalq tabobati
Qo‘lingizdagi ushbu risolada taniqli tabib Abdulaziz Saidnuriddin o‘g‘lining uzoq yillar davomida olib borgan kuzatishlari va xalq orasida yurib to‘plagan muolaja usullari bayon etilgan. Kitobda tabibning kasallikni davolash bobidagi tavsiyalari endigina tabobat olamiga qadam qo‘yayotgan yoshlar uchun muhim qo‘llanma va har bir oila uchun tibbiy maslahatchi bo‘lib xizmat qiladi, degan umiddamiz.
Kitob 272 betdan iborat. 2017-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdulaziz-saidnuriddin-ogli-uzbek-halk-tab"
823797,1461281,925024,yengil,665,671,,Payg'ambarimizning kundalik yumushlarini bayon etuvchi kitob qay usulda yozilgan?,Abdulaziz_Usmon_Rasululloh_sollallohu_alayhi_vasallamning_bir_kunlari.txt,"i bilimlar kashf qilinadi, inshaalloh.
Ushbu mavzudagi navbatdagi tuhfalardan biri Abdulaziz Usmon muallifligidagi «Rasululloh sollallohu alayhi vasallamning bir kunlari» nomli kitob bo‘ldi. Unda Payg‘ambarimiz alayhissalomning odatdagi kun tartiblari bayon qilib berilgan. Kitobning yozilish uslubi yengil bo‘lib, o‘quvchining tushunishi, eslab qolishi oson bo‘lishiga eʼtibor berilgan. Shu bilan birga, oyat va hadislardan dalillar keltirilgani kitobning ilmiy qadrini belgilaydi.
Kitob 128 betdan iborat. 2021-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdulaziz-usmon-rasululloh-sollallo"
823799,1461282,925025,oila,323,327,,Jamiyatning eng muhim bo'g'ini qaysi?,Abdulfattoh_Abu_Gudda_Musulmonning_35_odobi.txt," Musulmonning 35 odobi
Ushbu kitobda islom dini ko‘rsatmalariga asoslangan go‘zal odob-axloq, taʼlim-tarbiya, insoniylik fazilatlarini boyitishga xizmat qiluvchi hamda inson ruhiyatini kamolotga yetkazuvchi go‘zal namunalar o‘rin olgan. Shuningdek, asarda jamiyatning eng muhim bo‘g‘ini hisoblanmish oila, uning mustahkamligini taʼminlovchi omillar, yoshlarni odobli, hayoli qilib tarbiyalash, farzandlar maʼnaviyatiga tajovuz qilishi mumkin bo‘lgan ""ommaviy madaniyat"" ko‘rinishlari, ularning salbiy taʼsirlaridan saqlanish yo‘llari bayon qilingan. Bundan tashqari, millatimizga xos bo‘lgan qo‘shnichili"
823805,1461285,925026,olimlarning hayot yo‘llari,245,271,,Sahifalar kitobi nima haqida?,Abdulfattoh_Abu_Gudda_Sahifalar.txt,"Abdulfattoh Abu G‘udda: Sahifalar
Shayx Abdufattoh Abu G‘udda rahmatullohi alayhning “Sahifalar” kitobida ilm yo‘lida yurib turli qiyinchilik va mashaqqatlarga duch kelgan va bu mashaqqatlarni yengish yo‘lida betakror kuch va g‘ayrat topa olgan olimlarning hayot yo‘llari keltirib o‘tilgan. Ushbu kitobdagi maʼlumotlarni kitobxon o‘qir ekan unda ilm olishga bo‘lgan ishtiyoq kuchayadi. Tolibi ilm bu yo‘lda har qanday mashaqqatlarni yengib o‘tishda o‘zida kuch va iroda topadi.
Kitob 440 betdan iborat. 2020-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abduf"
823824,1461294,925037,Fiqh,713,717,,Inson o‘ziga foydali va zararli bilimlarni bilishi nima?,Abdulhamid_Zayriyev_Osonlashtirilgan_Islom_aqidasi_risolasi.txt,"miy saqlashi kerak bo‘lgan eng ustuvor g‘oyasi bo‘lishi kerakligini anglatadi. Shuning uchun ham buyuk faqih Imomi Aʼzam Abu Hanifa ibn Sobit (80-150/699-767) rahmatullohi alayh aqida ilmini «Fiqhul akbar» («Eng katta fiqh» yoki «Ulug‘ fiqh») deb ataganlar. Fiqh so‘zining maʼnosi haqida esa u zot: «Fiqh — insonning o‘ziga foydali va zararli narsalarni bilmog‘idir», deganlar. Demak, har bir inson va har qanday jamiyat o‘ziga foydali va zararli g‘oya va mafkuralar, fikr va dunyoqarashlarni bilishi va o‘zlashtirishi aqida ilmining mavzusi hisoblanar ekan.
Hurmatli o‘quvchi, Islom insoniyatga hamma za"
823825,1461297,925039,asaxiy.uz/uz/product/abdulkarim-bahriddin-karim-bahriev-kuot-tomchidil-kuot,502,577,,Karim Baxriyevning kitobiga link bera olasizmi?,Abdulkarim_Baxriddin_(Karim_Baxriyev)_TOMChIDIL.txt,"
Ишк десам дафтарга сачраб кетди кон.
Севмаса-севмабди мени битта киз,
Дунеда киз камми, онажон.
Гарчанд мен кайгули шеьрлар тукидим, 
Ахир азоб курдим мудом бепоен, 
Хали бу дунега туйган йук эдим -
Дуне туйдимикин мендан, онажон.
""ТОМЧИДИЛ"" шеьрлар китоби
Kitob 262 betdan iborat.
Ko'proq: https://asaxiy.uz/uz/product/abdulkarim-bahriddin-karim-bahriev-kuot-tomchidil-kuot"
823811,1461287,925027,amallarning mukammal va bexato bo‘lishi,166,205,,Umra duolari kitobi nega yozilgan?,Abdulhakim_Oripov_Orifxon_Zokirov_Umra_amallari_va_duolari.txt,"Abdulhakim Oripov, Orifxon Zokirov: Umra amallari va duolari
Ushbu risola Umra ibodatini ado etish istagida bo‘lgan mo‘min-musulmonlarga mo‘ljallangan bo‘lib, ularga amallarning mukammal va bexato bo‘lishi, har bir amalni taʼsirchan va moʻtabar kitoblarda tavsiya etilgan duolar bilan bajarishlarida yordamchi bo‘ladi.
Risola nafaqat Umra ibodati davomida o‘qiladigan, balki kundalik hayotda doimiy o‘qib yurish fazilatli sanalgan ko‘plab duolarni o‘z ichiga olgan.
Kitob 80 betdan iborat. 2022-yilda chop"
